iter	Recall	Logloss
885	0.8961038961	0.2115679616
886	0.8961038961	0.2114893467
887	0.8967079432	0.2114213574
888	0.8967079432	0.2113741703
889	0.8967079432	0.2113089269
890	0.8967079432	0.2112731843
891	0.8967079432	0.2112006823
892	0.8970099668	0.2111257994
893	0.8970099668	0.2110816036
894	0.8970099668	0.2110330367
895	0.8973119903	0.2109312083
896	0.8973119903	0.2108426955
897	0.8973119903	0.2107172968
898	0.8973119903	0.2106021478
899	0.8973119903	0.2104881321
900	0.8970099668	0.210369
901	0.8973119903	0.2102524805
902	0.8970099668	0.2101379524
903	0.8970099668	0.2101041067
904	0.8970099668	0.2100701029
905	0.8973119903	0.2099696818
906	0.8973119903	0.209855174
907	0.8973119903	0.2097610535
908	0.8973119903	0.2097456936
909	0.8973119903	0.2096945229
910	0.8973119903	0.2096087516
911	0.8970099668	0.2095341459
912	0.8970099668	0.209471748
913	0.8970099668	0.2093747869
914	0.8970099668	0.2093324453
915	0.8970099668	0.2092777105
916	0.8970099668	0.2092321196
917	0.8970099668	0.2091183831
918	0.8973119903	0.2090461233
919	0.8973119903	0.2090001721
920	0.8973119903	0.208899195
921	0.8973119903	0.2087963787
922	0.8976140139	0.208715457
923	0.8976140139	0.2086544675
924	0.8976140139	0.2085986796
925	0.8976140139	0.2085563267
926	0.8976140139	0.2084570531
927	0.8976140139	0.2084242917
928	0.8976140139	0.2083541514
929	0.8976140139	0.2082952452
930	0.8976140139	0.2081889478
931	0.8976140139	0.2081487251
932	0.8976140139	0.2081349846
933	0.8976140139	0.2080320455
934	0.8976140139	0.2079904362
935	0.8976140139	0.2078321139
936	0.8976140139	0.2077893206
937	0.8979160375	0.2076856276
938	0.8979160375	0.2076263757
939	0.8976140139	0.2075978251
940	0.8976140139	0.2075296202
941	0.8979160375	0.2074615245
942	0.8979160375	0.2073931157
943	0.8979160375	0.2072969234
944	0.8979160375	0.2072000442
945	0.8979160375	0.2071646418
946	0.8985200846	0.2070690086
947	0.8985200846	0.2069983524
948	0.8985200846	0.2069322676
949	0.8985200846	0.2068806598
950	0.8985200846	0.2068235196
951	0.898218061	0.2067442306
952	0.8985200846	0.2067020258
953	0.898218061	0.2066087024
954	0.898218061	0.2065699497
955	0.898218061	0.2065305341
956	0.898218061	0.2064790663
957	0.898218061	0.2064423726
958	0.8985200846	0.2063515425
959	0.8985200846	0.2062275984
960	0.8985200846	0.2061725949
961	0.8985200846	0.2061074944
962	0.8985200846	0.2060455615
963	0.8985200846	0.2059756194
964	0.8991241317	0.205902585
965	0.8988221081	0.2058096903
966	0.8991241317	0.2057619042
967	0.8988221081	0.205684615
968	0.8985200846	0.2056400659
969	0.8988221081	0.2055680263
970	0.8988221081	0.2055277811
971	0.8988221081	0.2054589496
972	0.8988221081	0.2053909878
973	0.8991241317	0.2053303608
974	0.8991241317	0.2052893631
975	0.8994261552	0.2052446849
976	0.8994261552	0.2052134944
977	0.8994261552	0.2051575292
978	0.8994261552	0.2051337528
979	0.8994261552	0.2050733625
980	0.8997281788	0.2049712115
981	0.9000302024	0.204870568
982	0.9000302024	0.204833122
983	0.9000302024	0.2047319621
984	0.9000302024	0.2046398331
985	0.9000302024	0.2045688653
986	0.9000302024	0.20448754
987	0.9000302024	0.2044062828
988	0.9000302024	0.2043492855
989	0.9000302024	0.2042963228
990	0.9000302024	0.204235839
991	0.9000302024	0.2041564027
992	0.9003322259	0.2040674058
993	0.9003322259	0.2039896169
994	0.9003322259	0.2039127409
995	0.900936273	0.2037964725
996	0.9006342495	0.2037544724
997	0.9006342495	0.2037000887
998	0.9006342495	0.2035947419
999	0.9012382966	0.2035080609
